InvoiceID,CustomerID,CreditCard,SupervisorID,Quantity,Price,Freight,OrderDate
1005425,WP65,5263-3660-2938-8330,sup92,28,23.78,29.3,3/17/2018
1005426,YK56,9263-5831-3024-9613,sup25,76,42.56,11.6,3/19/2018
1005427,YM23,6140-5261-4301-1257,sup03,35,37.45,22.3,3/1/2018
1005428,RL65,6668-7702-2411-7276,sup45,56,22.85,26.93,4/17/2018
1005429,BY93,0570-4428-3491-4650,sup42,73,33.57,13.45,4/29/2018
1005430,CO01,9965-4428-1907-1280,sup46,75,94.6,10.63,3/4/2018
1005431,IC43,0103-0177-1190-3729,sup70,61,66.42,26.27,3/12/2018
1005432,YB13,3274-2592-0483-7478,sup55,23,53.75,23.28,3/25/2018
1005433,YK47,2148-0380-7383-9826,sup63,52,26.99,13.96,3/18/2018
1005434,CM84,6379-5928-9942-6909,sup06,78,78.79,20.85,4/13/2018
1005435,DH57,2225-5501-2000-8963,sup56,15,76.83,14.55,4/1/2018
1005436,PR35,3596-9221-7897-8217,sup78,17,53.11,23.06,4/30/2018
1005437,VE16,7947-1471-2033-5031,sup62,24,84.45,11.63,3/19/2018
1005438,OD41,9632-6833-8339-4297,sup55,8,45.49,19.21,4/28/2018
1005439,NL01,4510-9129-8633-4590,sup83,49,59.46,26.52,3/8/2018
1005440,EH22,4039-4207-6673-1348,sup73,52,69.25,15.16,3/25/2018
1005441,PF75,6475-3895-9806-9818,sup19,46,50.27,27.54,4/23/2018
1005442,RJ06,9474-6791-3165-1426,sup21,70,86.28,18.03,4/16/2018
1005443,FB64,5971-2072-3831-0688,sup27,7,32.97,18.82,4/3/2018
1005444,MM22,2928-5462-0472-9203,sup17,98,21.93,19.34,3/25/2018
1005445,CU14,1022-9593-9913-9017,sup05,26,77.97,25.47,4/11/2018
1005446,UN74,6778-0998-2730-4411,sup34,25,57.97,25.45,3/10/2018
1005447,GR55,2368-5813-4055-8675,sup37,96,70.61,23.6,3/4/2018
1005448,XO34,9096-1357-6149-9474,sup09,19,53.19,28.21,3/4/2018
1005449,GS67,3347-4330-0488-4687,sup04,47,90.16,29.37,4/18/2018
1005450,BM00,6779-2932-4228-6666,sup32,36,24.97,20.49,4/17/2018
1005451,HX57,7150-3135-6850-5156,sup17,50,21.7,16.51,3/18/2018
1005452,UR27,7404-2387-8190-4283,sup67,43,83.15,14.99,4/19/2018
1005453,ZR03,1082-9798-2385-3152,sup20,66,63.35,26.15,3/29/2018
1005454,FZ79,2273-6503-7704-6011,sup75,47,66.23,12.87,4/7/2018
1005455,TD93,6017-8129-9259-4162,sup32,13,77.24,10.75,4/14/2018
1005456,ZU64,5794-8391-2560-0644,sup28,77,70,20.78,4/20/2018
1005457,TE19,3754-8777-7962-7441,sup41,71,36.73,27.37,3/31/2018
1005458,UT97,1826-5844-8856-9221,sup36,5,27.61,14.85,3/25/2018
1005459,DJ19,6317-0330-8239-3949,sup04,32,86.87,22.34,3/20/2018
1005460,QY96,9627-1613-3776-5724,sup84,9,64.54,14.28,4/25/2018
1005461,EJ17,0164-8652-9417-5411,sup05,86,61.67,29.4,4/20/2018
1005462,FA64,2277-0764-5705-0265,sup82,86,93.24,15.17,4/8/2018
1005463,OW11,1266-6021-5238-6520,sup57,70,66.05,18.92,3/25/2018
1005464,HC02,5474-1299-4335-5228,sup51,61,58.52,18.8,4/25/2018
1005465,JI51,9055-3635-7991-5592,sup84,63,36.08,26.57,3/4/2018
1005466,NP90,9812-1667-4131-1713,sup35,85,49.49,27.65,3/16/2018
1005467,EZ39,9767-7642-4854-3708,sup25,53,38.07,10.93,4/27/2018
1005468,NL58,2929-6248-3028-6300,sup07,36,67.33,17.61,3/21/2018
1005469,UF58,9661-5622-1080-4685,sup24,73,28.3,26.56,3/9/2018
1005470,HY20,4551-0847-1956-6020,sup36,80,41.32,26.85,4/21/2018
1005471,AK89,1275-5660-7362-0727,sup08,85,68.68,13.81,3/19/2018
1005472,UQ50,2767-1442-0876-9077,sup09,5,28.62,27.99,4/2/2018
1005473,GP19,7926-7569-1120-8064,sup19,95,48.06,27.67,4/3/2018
1005474,GI34,9198-7086-7702-0448,sup78,8,69.69,21.82,4/10/2018
1005475,MB16,1425-9914-1702-1010,sup65,76,89.89,28.76,4/1/2018
1005476,DY48,6259-2774-5676-1165,sup54,54,65.17,28.71,4/28/2018
1005477,OR54,0993-3549-3082-8694,sup92,48,94.71,20.56,3/20/2018
1005478,NG81,1248-8520-2186-8917,sup90,34,76.43,14.87,3/16/2018
1005479,DZ70,5682-2028-8400-1186,sup50,27,26.02,15.61,3/29/2018
1005480,GI26,8783-8946-8510-1202,sup12,92,29.31,17.58,4/2/2018
1005481,IV52,0751-2760-1214-6246,sup63,35,97.79,21.78,4/27/2018
1005482,IH62,8217-4328-6217-0054,sup96,18,79.58,26.15,3/1/2018
1005483,OK63,3192-7103-5293-6695,sup14,4,54.96,23.84,4/2/2018
1005484,BL67,8128-9015-1246-8438,sup64,99,24.53,14.62,3/16/2018
1005485,NI87,1335-0209-0234-5590,sup51,12,44.6,19.13,4/4/2018
1005486,XV50,2063-4000-3911-8015,sup50,6,78.3,10.05,3/5/2018
1005487,FH20,0158-4265-9560-9472,sup02,46,20.84,18.63,3/21/2018
1005488,TC37,6411-2519-0540-9602,sup71,26,31.87,29.37,3/19/2018
1005489,ZY22,4248-0253-5086-9791,sup76,31,87.17,24.66,4/16/2018
1005490,PV23,3619-7763-4994-5688,sup42,65,91.74,13.92,3/10/2018
1005491,GL50,0542-0906-1929-8719,sup41,12,70,27.26,3/17/2018
1005492,DH73,8070-9978-2749-9221,sup92,18,64.65,11.69,4/24/2018
1005493,NT58,9803-4536-9817-9466,sup08,54,31.45,15.44,4/30/2018
1005494,HK41,0954-2917-3732-2242,sup64,85,92.59,29.93,4/30/2018
1005495,JM34,9321-1344-3560-0453,sup36,23,50.09,29.47,4/12/2018
1005496,SB20,3873-9074-6055-6463,sup48,30,34.53,25.55,3/8/2018
1005497,GS98,8092-7710-6951-6569,sup03,14,67.38,19.67,4/2/2018
1005498,XS67,1398-7813-1247-6379,sup37,59,67.34,10.91,4/11/2018
1005499,RW75,8478-4760-8173-9928,sup51,86,76.29,13.05,3/10/2018
1005500,GW73,8324-5306-3863-2613,sup64,37,84.28,19.52,3/8/2018
1005501,IC56,1629-3024-1017-4842,sup89,45,56.28,13.26,4/11/2018
1005502,RM49,2011-1896-2268-9695,sup95,57,20.12,24.59,4/11/2018
1005503,YU41,1546-7394-2945-0126,sup08,94,36.7,24.59,3/8/2018
1005504,PV87,5934-8129-4559-4810,sup11,100,28.7,10.3,3/18/2018
1005505,GY69,9208-0372-6461-1098,sup25,54,60.99,23.89,4/14/2018
1005506,CA21,7214-1173-9546-3790,sup30,28,98.13,20.81,3/7/2018
1005507,GZ70,6169-1126-7571-8475,sup13,42,39.13,18.67,4/11/2018
1005508,DG15,6198-4122-1442-7049,sup71,75,89.65,20.19,4/30/2018
1005509,ND60,7226-2451-9799-7323,sup60,28,70.15,29.33,4/1/2018
1005510,UA19,4319-9514-3847-2447,sup36,57,76.29,10.26,4/27/2018
1005511,OZ77,1049-2420-3286-7819,sup19,30,88.27,21.47,4/5/2018
1005512,CV70,3404-3920-9279-3537,sup25,100,75.88,24.98,4/25/2018
1005513,PY61,1288-2339-2234-6255,sup60,93,84.75,26.84,4/13/2018
1005514,PV99,6895-6851-0170-4422,sup64,27,32.65,11.56,4/11/2018
1005515,TB74,1067-9769-2642-1413,sup80,80,66.69,17.9,3/25/2018
1005516,SP31,6385-8209-6654-8508,sup60,25,28.05,13.55,3/14/2018
1005517,JK78,0123-3548-4147-4726,sup87,46,73.05,13.66,3/3/2018
1005518,CN38,1918-7867-1470-2707,sup70,11,70.87,22.36,3/6/2018
1005519,FB05,2653-9277-1850-4747,sup69,95,98.1,10.08,3/14/2018
1005520,BF74,5348-7788-0369-3304,sup01,53,30.64,19.26,4/19/2018
1005521,WY41,4071-3284-7021-8864,sup32,79,90.81,10.07,3/29/2018
1005522,FX48,1564-5906-5272-1924,sup58,49,79.73,24.66,4/5/2018
1005523,FI96,9628-7543-5401-5112,sup42,79,79.66,12.28,3/15/2018
1005524,SD28,8664-8278-1543-2219,sup43,73,50.24,26.1,4/11/2018
1005525,AW94,3631-5758-9400-0240,sup51,86,83.87,16.9,3/17/2018
1005526,AY06,5198-6001-9021-4575,sup88,34,71.59,13.67,4/3/2018
1005527,ZC97,4960-9818-7259-0807,sup89,40,56.45,27.11,3/24/2018
1005528,KX81,6320-8820-4593-8671,sup20,90,59.13,25.77,3/26/2018
1005529,BI93,6383-0741-1255-3279,sup75,50,66.07,27.67,3/6/2018
1005530,YQ95,1539-6681-6172-7987,sup37,83,42.59,23.97,3/6/2018
1005531,OP41,3907-5713-6799-8974,sup30,8,80.27,25.49,3/11/2018
1005532,PU64,8984-5645-4863-7359,sup98,84,48.81,21.54,3/4/2018
1005533,AO01,2727-5315-4102-1225,sup94,98,95.23,16.79,4/14/2018
1005534,XS13,4373-7181-2061-4564,sup88,74,25.12,17.92,3/24/2018
1005535,HJ33,8671-9778-9911-4772,sup07,69,92.81,13.82,3/7/2018
1005536,QE62,3926-0841-2007-3334,sup53,85,78.19,12.23,3/8/2018
1005537,XO00,1751-7610-0633-3709,sup95,88,86.7,28.4,4/30/2018
1005538,MG34,6307-6918-4544-2816,sup52,52,69.12,15.06,4/20/2018
1005539,DS20,2280-5953-4262-1815,sup01,84,62.38,28.39,4/3/2018
1005540,HH68,3051-2481-6555-0584,sup88,89,42.08,19.21,4/27/2018
1005541,NR01,7254-8446-7137-1299,sup65,76,77.11,28.52,3/19/2018
1005542,CT49,0557-9903-8985-5360,sup14,77,49.66,25.03,3/31/2018
1005543,KL83,2563-7531-2098-5969,sup76,80,86.15,13.89,4/28/2018
1005544,AG37,9115-6733-4946-6253,sup34,32,98.63,14.4,4/14/2018
1005545,NK74,8663-1051-9881-8009,sup08,21,72.72,25,4/28/2018
1005546,JV71,8085-0416-8685-9440,sup54,23,91.07,17.56,3/3/2018
1005547,EL67,4839-6503-1990-4421,sup18,87,63.21,17.65,3/16/2018
1005548,QT08,1440-3125-6272-1624,sup86,36,69.09,20.75,4/29/2018
1005549,ZJ56,1984-3630-0501-5427,sup28,37,23.19,13.75,3/21/2018
1005550,GS63,2114-1760-1187-0242,sup39,47,79.46,26.88,3/30/2018
1005551,GG02,5179-7831-8340-2865,sup86,82,38.28,27.86,3/9/2018
1005552,VG16,6897-8932-1106-1304,sup60,5,91.56,18.92,4/19/2018
1005553,MF30,6214-7479-5320-1505,sup18,78,24.62,10.66,3/3/2018
1005554,TD02,8932-6317-0881-8875,sup37,57,84.2,21.82,4/21/2018
1005555,YY81,3443-1644-3661-4469,sup51,81,60.76,12.86,4/8/2018
1005556,BD98,2341-8842-3696-8749,sup63,63,22.36,16.2,3/2/2018
1005557,UZ62,5021-7931-9784-1859,sup16,35,75.15,21.7,3/7/2018
1005558,KJ39,1445-7674-9842-1890,sup35,96,74.97,16.17,3/26/2018
1005559,RI15,9223-7548-4082-9063,sup70,28,33.03,19.78,3/2/2018
1005560,FT92,9965-7650-3097-6250,sup49,63,30.22,29.79,3/22/2018
1005561,DE86,5579-7026-7564-4003,sup53,66,58.43,15.17,4/21/2018
1005562,CK60,6270-7302-1522-6331,sup27,60,24.87,16.91,3/16/2018
1005563,TZ62,9477-6566-9364-3924,sup06,7,82.91,26.74,4/18/2018
1005564,EV93,3690-2638-1411-7476,sup62,74,72.38,28.72,4/28/2018
1005565,DY28,9146-0336-9578-7265,sup27,28,71.89,28.05,4/3/2018
1005566,JF84,6715-7043-4253-6333,sup36,11,36.75,13,3/10/2018
1005567,NN81,1994-0659-3193-2391,sup96,51,39.33,20.08,4/14/2018
1005568,QK67,1316-1582-1973-1157,sup82,22,45.32,29.29,4/25/2018
1005569,RW18,0196-5059-9401-0303,sup53,74,77.31,27.35,3/21/2018
1005570,RG33,9105-0318-5164-1958,sup26,95,49.48,12.54,3/25/2018
1005571,QN36,7482-1297-4432-6348,sup30,79,96.82,23.26,3/5/2018
1005572,JN55,8180-2835-0894-1952,sup75,71,68.93,15.52,3/18/2018
1005573,GD39,4789-8842-4684-0217,sup88,92,93.03,21.97,4/5/2018
1005574,GU38,2635-6705-5974-6431,sup53,82,22.95,24.57,4/5/2018
1005575,LP24,6800-8023-5589-4916,sup45,31,73.3,21.09,3/28/2018
1005576,OL42,5108-0944-6057-3359,sup56,47,64.18,18.98,4/5/2018
1005577,DR24,7179-4930-5752-7041,sup82,5,22.57,13.76,4/10/2018
1005578,TI54,1063-1858-0105-8509,sup07,27,47.71,24.56,4/30/2018
1005579,XJ76,7698-4987-4735-3740,sup79,7,37.89,22.8,4/7/2018
1005580,BY84,7014-2218-1209-9685,sup18,1,72.86,22.12,3/17/2018
1005581,WY94,7088-2811-0400-8793,sup53,22,27.41,11.52,4/21/2018
1005582,RI93,2186-3665-0821-5270,sup98,82,77.44,12.71,4/7/2018
1005583,KK52,2674-5294-1949-9839,sup14,9,34.33,18.78,4/12/2018
1005584,XS76,4213-0539-2792-0686,sup99,92,49.17,11.51,3/10/2018
1005585,RN53,9822-3690-9801-4191,sup45,59,69.77,25.92,4/21/2018
1005586,ME10,8553-6339-5964-0749,sup28,29,21.24,10.71,4/14/2018
1005587,SV96,0978-7204-1807-6176,sup88,79,78.36,28.98,3/31/2018
1005588,QC93,8232-3905-2329-9424,sup54,90,95.69,19.26,4/26/2018
1005589,RL34,2438-7777-6504-0253,sup49,78,24.07,27.22,3/31/2018
1005590,RO95,8403-1710-1849-2347,sup08,81,71.32,13.95,3/21/2018
1005591,VW31,8113-9830-0493-2666,sup92,10,81.32,18.03,3/28/2018
1005592,XJ66,5302-8477-6533-0884,sup23,59,67.13,26.13,3/15/2018
1005593,HX91,8013-1394-0858-0349,sup65,97,84.07,15.31,3/19/2018
1005594,RL02,3637-9137-4305-5882,sup46,3,26.65,15.25,4/5/2018
1005595,DP09,3766-0267-5907-2497,sup22,46,40.42,18.26,4/6/2018
1005596,YK60,3123-7255-1928-8549,sup54,98,68.85,19.49,3/30/2018
1005597,EI82,8481-9566-8357-7587,sup05,100,29.86,10.65,4/16/2018
1005598,DY34,8375-9187-7161-2361,sup56,76,58.53,29.83,4/15/2018
1005599,UY67,8743-4810-0471-1281,sup57,10,66.23,24.26,3/20/2018
1005600,FY66,6094-4414-7303-2721,sup08,30,28.8,14.4,3/4/2018
1005601,BU30,6146-4293-4939-4827,sup28,36,39.21,27.36,4/17/2018
1005602,KB14,4737-8025-0529-1557,sup94,94,32.3,27.81,3/21/2018
1005603,PA36,7283-5005-4224-1842,sup87,27,41.88,16.22,4/25/2018
1005604,GN26,6188-6574-8599-4045,sup27,87,94.78,27.37,4/16/2018
1005605,EK00,6538-6396-7902-8607,sup96,31,22.57,24.86,3/16/2018
1005606,XX57,8612-6805-8172-8552,sup94,34,61.53,23.08,3/20/2018
1005607,TW49,4257-0414-3910-1662,sup81,78,62.21,19.75,4/27/2018
1005608,UA13,2622-7385-9514-9312,sup12,5,48.2,27.87,3/10/2018
1005609,LN40,0191-2642-4290-0670,sup27,74,65.73,22.37,4/15/2018
1005610,HT26,0393-2878-7302-6797,sup64,56,62.66,25.8,3/21/2018
1005611,PQ11,7104-4925-8528-8950,sup20,24,53.68,24.19,3/30/2018
1005612,TW32,1691-4222-8052-3777,sup88,88,36.16,17.64,3/3/2018
1005613,BL25,6311-6495-9241-2309,sup19,58,39.96,22.1,3/16/2018
1005614,QR13,8963-9892-7202-4644,sup15,88,74.28,11.13,4/12/2018
1005615,CB22,7216-4070-2531-3685,sup94,88,39.51,24.21,4/25/2018
1005616,PH99,0258-7225-0889-5673,sup43,72,48.42,15.04,4/17/2018
1005617,BD53,9257-3979-7522-4898,sup63,60,71.85,10.33,3/2/2018
1005618,XT91,2413-3758-6947-9676,sup47,69,45.34,26.47,4/25/2018
1005619,KM52,4538-6408-3472-6420,sup09,45,73.78,29.44,4/20/2018
1005620,NJ04,7520-3991-2014-6584,sup00,20,72.1,19.97,3/27/2018
1005621,JR26,2101-2287-5424-3366,sup27,71,84.51,10.57,3/3/2018
1005622,QI15,5399-9458-0764-1782,sup10,85,77.13,20.93,3/7/2018
1005623,GH62,1900-3732-9525-6560,sup37,25,71.46,15.1,3/26/2018
1005624,HL82,2568-2407-2400-1825,sup24,50,58.5,10.62,4/6/2018
1005625,RK38,3326-0486-3601-0233,sup48,100,97,29.07,3/20/2018
1005626,XW08,8967-5016-7950-2416,sup49,83,61.99,17.99,3/13/2018
1005627,UY26,7737-9166-6343-1421,sup34,70,68.45,24.99,4/9/2018
1005628,HH56,9194-6297-0597-2855,sup83,17,53.9,22.91,3/17/2018
1005629,YY33,5437-7636-2021-7422,sup01,56,42.84,13.7,3/19/2018
1005630,IG80,8615-0710-9869-5382,sup39,44,61.07,11.56,4/26/2018
1005631,RZ55,1164-1149-7132-1916,sup12,81,57.22,17.91,4/24/2018
1005632,EO54,5328-3149-4768-1893,sup01,5,34.2,13.73,4/26/2018
1005633,QL66,6577-1971-2368-4296,sup56,96,48.19,21,4/13/2018
1005634,YS50,4126-9147-6389-3893,sup10,50,43.08,19.1,3/17/2018
1005635,WV55,8491-6476-8268-0852,sup31,26,72.48,17.28,4/3/2018
1005636,AG59,5437-5307-5489-1594,sup78,88,91.39,18.05,3/13/2018
1005637,TN94,2988-6011-5656-8100,sup36,85,77.64,16.93,3/24/2018
1005638,QL11,3853-2834-0414-3591,sup02,74,49.8,23.43,3/25/2018
1005639,IM46,6803-7600-5902-9713,sup67,60,37.13,10.58,4/26/2018
1005640,FD12,0849-5505-1921-6521,sup76,56,87.6,16.67,3/14/2018
1005641,QL99,6556-9116-4803-5714,sup43,50,65.94,11.87,3/5/2018
1005642,HE12,9789-7482-1070-5198,sup91,64,75.7,10.58,4/14/2018
1005643,BZ35,0422-2308-5096-3303,sup95,40,52.96,25.79,4/13/2018
1005644,GA17,6988-1380-1638-3800,sup59,97,89.48,26.9,4/8/2018
1005645,IY63,5242-5370-1597-7252,sup63,85,21.44,17.97,3/11/2018
1005646,KI88,1759-1438-3432-0041,sup30,20,65.1,22.96,4/25/2018
1005647,RQ08,9573-7545-4920-1234,sup83,94,44.1,26.3,3/31/2018
1005648,LM89,1134-9250-4738-3772,sup58,51,48.36,11.73,3/18/2018
1005649,GC80,1957-1687-9039-5785,sup14,29,83.41,19.18,4/28/2018
1005650,PG10,9929-1185-9800-3133,sup17,68,67.55,11.23,3/8/2018
1005651,CY48,9960-4797-4506-7894,sup90,80,86.56,23.19,3/3/2018
1005652,SP75,1399-0975-0025-5344,sup80,89,27.56,20.93,3/30/2018
1005653,YQ20,8499-8534-3330-2491,sup63,7,98.52,17.42,3/26/2018
1005654,QQ46,4277-2946-8248-1974,sup46,62,57.58,16.22,3/8/2018
1005655,SM36,1594-8265-6931-4582,sup44,90,56.88,22.34,3/3/2018
1005656,EQ48,8250-2133-1739-0653,sup87,36,46.36,18.83,3/20/2018
1005657,KI74,8954-4178-8001-2870,sup68,52,63.09,14.2,4/2/2018
1005658,ZB04,9318-4430-7734-1182,sup71,41,99.45,13.46,4/12/2018
1005659,PO08,5307-1958-8076-3809,sup66,26,44.73,17.17,3/7/2018
1005660,GR76,3082-2777-8094-3906,sup50,96,76.51,20.83,4/24/2018
1005661,FI35,2735-0655-2431-3270,sup85,37,70.12,17.79,4/14/2018
1005662,VJ09,1303-6837-5807-0779,sup03,31,69.37,29.34,3/16/2018
1005663,EH36,8971-3354-5038-7081,sup98,72,69.29,27.14,3/28/2018
1005664,CR30,5578-6137-8234-1768,sup37,46,51.32,13.28,4/30/2018
1005665,XF84,9541-0451-7529-3385,sup78,93,42,22.35,4/14/2018
1005666,KY51,8185-2394-8110-5762,sup89,35,32.37,25.54,4/25/2018
1005667,BO60,3873-7241-8217-6363,sup66,41,95.63,17.88,3/15/2018
1005668,KD02,6194-3030-4503-4897,sup52,34,65.94,23.87,4/19/2018
1005669,JP71,1316-0496-6081-6576,sup16,9,65.02,24.71,4/23/2018
1005670,GX90,8925-8602-9844-2736,sup11,83,82.61,13.51,3/5/2018
1005671,EK44,4727-0935-0244-0801,sup23,21,25.51,18.8,3/12/2018
1005672,RD08,2162-8237-3929-4144,sup79,84,76.89,22.91,4/21/2018
1005673,WF72,4010-1559-1523-8140,sup36,91,90.89,26.97,3/31/2018
1005674,GO00,7389-2728-0672-6477,sup90,45,64.68,10.98,3/4/2018
1005675,FJ47,1510-8335-3019-7315,sup36,97,44.57,18.87,4/18/2018
1005676,BN66,2821-4914-6340-7722,sup64,8,63.92,23.77,3/27/2018
1005677,CS24,5513-8692-9025-2161,sup84,92,67.76,25.23,3/31/2018
1005678,FW39,3165-3401-6782-2000,sup19,14,72.61,28.64,3/2/2018
1005679,LH72,3932-5606-0540-2455,sup90,23,84.75,16.4,4/30/2018
1005680,UU93,6787-5438-9271-3750,sup69,70,39.97,26.71,3/11/2018
1005681,MZ02,8786-1697-5309-0596,sup13,12,28.26,19.52,3/21/2018
1005682,XG24,7885-7598-9624-7919,sup29,32,74.28,21.52,4/6/2018
1005683,LN47,2433-0821-3356-0183,sup88,74,20.05,10.69,4/19/2018
1005684,RT33,0801-3598-6481-6963,sup32,61,77.96,10.39,3/16/2018
1005685,KI28,4416-6087-1565-0748,sup68,80,96.37,14.83,3/30/2018
1005686,WY47,9450-5652-9541-6564,sup99,64,49.83,12.52,3/22/2018
1005687,MO27,9779-6911-9579-7515,sup51,89,78.12,27.3,4/16/2018
1005688,ZU32,5633-6857-7500-1164,sup48,93,62.97,24.86,4/11/2018
1005689,QM63,7833-7435-8235-6941,sup71,87,87.86,22.55,4/28/2018
1005690,BZ35,6529-5243-8524-9636,sup17,72,74.46,25.32,4/13/2018
1005691,PY43,3034-8122-3099-0655,sup63,97,22.86,27.5,3/30/2018
1005692,BT86,4462-4430-9879-1468,sup40,76,52.43,19.56,3/24/2018
1005693,TW59,1065-6008-1482-3939,sup10,80,48.74,21.77,4/7/2018
1005694,LL78,2773-8299-1344-2339,sup84,76,50.6,26.89,4/1/2018
1005695,TB00,6813-0511-9668-7591,sup72,11,63.74,10.16,4/23/2018
1005696,EX81,6248-5563-5250-7917,sup31,82,93.51,29.37,3/11/2018
1005697,AC78,5509-6120-2129-7079,sup32,97,64.73,11.62,3/1/2018
1005698,HR54,7535-2557-5524-3111,sup92,56,66.05,29.68,3/12/2018
1005699,KR24,1600-2589-6308-4767,sup79,63,64.91,18.28,4/15/2018
1005700,XD18,5430-9964-2569-9907,sup83,42,78.42,23.75,4/8/2018
1005701,WS02,1514-8022-3384-7297,sup30,73,26.59,22.07,4/27/2018
1005702,KS66,8511-8801-9353-0128,sup07,86,68.81,24.53,3/17/2018
1005703,DS15,1484-2194-1284-0875,sup85,46,91.35,29.47,3/13/2018
1005704,MM14,4950-5919-6823-6930,sup53,94,31.39,17.64,3/16/2018
1005705,YF79,7942-7932-0517-7996,sup26,18,26.1,14.33,4/29/2018
1005706,HL04,0205-2151-4790-4395,sup26,43,29.5,19.5,3/26/2018
1005707,VF45,4698-3877-8064-5850,sup56,55,28.21,28.97,4/30/2018
1005708,NV51,6864-2379-1375-8840,sup00,30,69.1,26.48,4/17/2018
1005709,XV30,2772-8641-5951-0717,sup14,69,76.04,29.74,4/21/2018
1005710,JI88,3998-2654-3679-1313,sup87,1,82.08,18.55,3/4/2018
1005711,IZ64,6651-0800-2013-7877,sup28,35,32.95,23.73,3/27/2018
1005712,VR25,3679-2865-1811-9691,sup72,45,70.37,24.73,4/21/2018
1005713,KM07,2068-4244-4178-0508,sup28,33,42.55,10.95,3/4/2018
1005714,IT47,3219-1185-3361-7919,sup38,62,44.98,21.54,4/21/2018
1005715,WA31,5399-2193-2854-4608,sup47,10,59.77,11.65,4/19/2018
1005716,NH80,0774-4740-5401-3780,sup71,32,42.7,20.72,4/28/2018
1005717,CV16,2764-0549-3145-9081,sup92,61,34.9,23.92,4/13/2018
1005718,WD67,5919-2753-3214-1027,sup82,17,81.89,11.06,3/14/2018
1005719,RO76,7308-6853-8845-4312,sup25,21,48.92,19.42,4/18/2018
1005720,YP21,4485-7587-7258-5536,sup66,95,88.38,22.87,3/15/2018
1005721,UF54,5314-5260-3781-0924,sup84,52,45.32,12.02,4/2/2018
1005722,YN65,9987-5750-1627-6642,sup96,72,68.27,22.66,3/5/2018
1005723,ML59,0548-0826-3424-0117,sup71,31,65.38,22.71,4/30/2018
1005724,RQ35,5786-5230-9407-9262,sup21,31,22.88,16.31,3/13/2018
1005725,FN45,4863-5535-4524-5155,sup49,94,90.53,18.89,4/21/2018
1005726,FL77,5070-5124-7499-0833,sup43,93,97.79,15.66,3/22/2018
1005727,LZ10,5300-3350-3927-9550,sup29,27,46.63,16.52,3/18/2018
1005728,YA49,9867-9218-0858-1056,sup71,35,23.18,16.46,3/25/2018
1005729,RV86,1499-3082-6364-7237,sup77,35,33.71,12.96,4/24/2018
1005730,BN33,4561-8044-0936-4288,sup67,52,51.89,21.18,3/19/2018
1005731,PU36,7774-7905-6802-4871,sup00,74,39.4,29.98,3/13/2018
1005732,EB56,2089-7338-9096-4735,sup97,99,37.85,29.12,3/19/2018
1005733,NR44,5215-0742-8118-4299,sup95,63,73.02,19.72,3/31/2018
1005734,KU47,6467-9414-1493-1827,sup94,99,21.97,18.39,3/7/2018
1005735,EP54,4348-7206-6006-3760,sup69,39,73.5,29.88,4/18/2018
1005736,XQ36,8297-5637-3626-8535,sup19,83,55.62,27.9,3/7/2018
1005737,XZ86,6687-7629-0731-2787,sup94,82,68.86,20.14,3/17/2018
1005738,VZ21,2209-5713-0630-3411,sup38,9,79.02,24.71,4/16/2018
1005739,YR77,0367-6972-5560-1674,sup31,65,36.63,16.17,4/26/2018
1005740,DG63,2370-4103-6552-9307,sup85,10,88.76,15.99,3/9/2018
1005741,IM47,8493-4723-7269-7970,sup58,23,65.92,10.5,4/29/2018
1005742,VE47,3428-3710-4277-6967,sup28,60,69.54,27.61,4/20/2018
1005743,TV59,8538-6045-7697-7393,sup71,98,54.51,13.47,3/13/2018
1005744,VO25,9668-3825-3697-2846,sup69,82,98.34,13.51,4/21/2018
1005745,EC84,7030-2616-1636-5455,sup01,64,38.95,20.11,4/6/2018
1005746,DJ96,3055-8661-1328-7800,sup48,56,88.3,14.94,4/20/2018
1005747,RT33,1927-7381-9098-5002,sup40,26,99.35,28.8,4/19/2018
1005748,ON73,7809-6763-3830-7154,sup16,27,96.71,24.04,3/13/2018
1005749,UI91,8492-2096-4396-7436,sup37,30,28.07,11.27,4/25/2018
1005750,KT07,2642-5935-8687-7827,sup25,6,85.51,24.74,3/26/2018
1005751,DH95,3083-2943-4207-6818,sup01,63,72.84,28.69,3/15/2018
1005752,AO39,6586-1747-4238-9790,sup93,58,88.7,22.13,4/25/2018
1005753,VJ68,1511-4416-0042-2352,sup65,100,30.41,23.63,3/12/2018
1005754,FX98,9709-8674-8514-7933,sup65,52,72,19.18,4/10/2018
1005755,HZ46,5462-6186-4408-3490,sup11,14,41.83,23.46,4/27/2018
1005756,OW66,9343-8558-1654-4109,sup98,6,26.87,25.09,4/4/2018
1005757,FC79,1779-3907-7387-4436,sup86,32,66.38,25.27,3/3/2018
1005758,CQ75,3879-3402-7465-5133,sup12,12,39.27,18.33,3/8/2018
1005759,NB54,3471-3427-8642-3265,sup95,70,41.19,10.58,4/7/2018
1005760,JL77,9551-4719-9507-2503,sup80,18,80.73,24.32,4/30/2018
1005761,LZ32,9639-0641-8573-9022,sup97,64,28.55,14.18,3/10/2018
1005762,WA49,6935-9987-0451-5905,sup30,40,93.21,26,3/28/2018
1005763,ZY26,2544-7539-6206-0216,sup73,72,58.36,14.27,4/5/2018
